filename,author,realname,author_birth_year,author_death_year,author_sex,title,year,firstprint_description,edition_year,edition,genre,id
1900s/charskaia.zapiski_malienkoi_ghimnazistki.1908_2011.vert,"None, None None","None, None None",1875,1937,ж,Записки маленькой гимназистки,1908,"Записки маленькой гимназистки, СПб.: Издатель М. О. Вольф, 1908",2011,"Записки маленькой гимназистки, Харьков: Ранок, 2011",realism,charskaia.zapiski_malienkoi_ghimnazistki
1900s/dmitrieva.majna_vira.1903_1925.vert,"Дмитриева, Валентина Иововна",,1859,1947,ж,Майна-Вира,1925,"Майна-Вира, М.: Молодая гвардия, 1925",1925,"Майна-Вира, М.: Молодая гвардия, 1925",realism,dmitrieva.majna_vira
1900s/forsh.medved_panfamil.1909.vert,"Форш, Ольга Дмитриевна",,1873,1961,ж,Медведь Памфамил,1909,Русская мысль 1909. №6—7,1909,Русская мысль 1909. №6—7,realism:animalistic,forsh.medved_panfamil
1900s/gorkij.devyatoe_janvara.1907_1925.vert,"Максим, Горький None","Пешков, Алексей Максимович",1868,1936,м,9-е января,1907,"9-е января, Берлин : И.П. Ладыжников, 1907",1925,"9-е января: очерк, Л.: Гос. изд., 1925",realism,gorkij.devyatoe_janvara
1900s/hatunskij.na_zarabotok.1902_1925.vert,"Хатунский, Сергей None","Курнин, Сергей Васильевич",None,None,м,На заработок,1902,"Около волости : (Очерки), Москва : кн. маг. торг. д. С. Курнин и К°, 1902",1925,"На заработок : Повесть, М. ; Л. : Земля и фабрика, 1925",realism,hatunskij.na_zarabotok
1900s/karmen.syn_kolodtsa.1909_1925.vert,"Кармен, Лазарь None","Корнман, Лазарь Осипович",1876,1920,м,Сын колодца,1909,"Рассказы : Т. 1, [Б.м.]: [Б.и], 1909",1925,"Дети-шахтеры: сборник рассказов, Л.: Прибой, 1925",realism,karmen.syn_kolodtsa
1900s/levitskij.andrejka.1900_1923.vert,"Левицкий, Петр А.",,None,None,м,Адрейка-мытарь,1900,"Андрейка Мытарь : Рассказ, Москва : Д.П. Ефимов, ценз. 1900",1923,"Дети нужды: рассказы для детей, Москва, Петроград: ГИЗ , 1923",realism,levitskij.andrejka
1900s/lukyanskaya.lyzgushka_kvakushka.1909_1923.vert,"Лукьянская, Вера Ипполитовна",,1874,1943,ж,Лягушка-квакушка : (Жизнь и приключения),1909,"Жизнь и приключения лягушки-квакушки, Москва : Типо-литография Т-ва И. Н. Кушнерев и К, 1909",1923,"Лягушка-квакушка : (Жизнь и приключения) / С польск. изложила [по произведению М.Бжезинского] В.Лукьянская. - 4-е изд., М. : Земля и фабрика, 1923",animalistic:skazka,lukyanskaya.lyzgushka_kvakushka
1900s/mamin_sibirak.lucsij_drug.1904_1926.vert,"Мамин-Сибиряк, Дмитрий None","Мамин, Дмитрий Наркисович",1852,1912,м,Лучший друг,1904,"«Светлячок», 1904",1926,"Лучший друг. 2ое издание, М.: Издание Г. Ф. Мириманова. Москва, 1926",skazka:animalistic,mamin_sibirak.lucsij_drug
1900s/mamin_sibirak.ne_moe_delo.1904_1925.vert,"Мамин-Сибиряк, Дмитрий None","Мамин, Дмитрий Наркисович",1852,1912,м,Не мое дело,1904,"«Красные зори», 1904",1925,"Не мое дело, М.: 2-е издание Г. Ф. Мириманова, 1925",skazka:animalistic,mamin_sibirak.ne_moe_delo
1900s/potapenko.anuta.1905_1923.vert,"Потапенко, Игнатий Николаевич",,1856,1929,м,Анюта-цыганочка,1905,"Сочинения. И.Н. Потапенко. Т. 9, СПб: А.Ф. Маркс, 1905",1923,"Рассказы для детей, М., Петроград: ГИЗ, 1923",realism,potapenko.anuta
1900s/potapenko.dva_talanta.1905_1923.vert,"Потапенко, Игнатий Николаевич",,1856,1929,м,Два таланта,1905,"Сочинения. И.Н. Потапенко. Т. 9, СПб: А.Ф. Маркс, 1905",1923,"Рассказы для детей, М., Петроград: ГИЗ, 1923",realism,potapenko.dva_talanta
1900s/serafimovic.v_buru.1904_1926.vert,"Серафимович,  Александр Серафимович","Попов, Александр Серафимович",1863,1949,м,В бурю,1904,"В бурю : Из жизни рыбаков : Рассказ А. Серафимовича, Москва : тип. О-ва распростр. полезных книг, аренд. В.И. Вороновым, 190",1926,"В бурю : Рассказ, М. : ""На помощь деревне и школе"" Г.Ф.Мириманова, 1926",realism,serafimovic.v_buru
1900s/serafimovich.na_ldine.1904_1926.vert,"Серафимович,  Александр Серафимович","Попов, Александр Серафимович",1863,1949,м,На льдине,1904,"На льдине, Ростов-на-Дону : Дон. речь, 1904",1926,"На льдине, М. : Г.Ф.Мириманов, 1926",realism,serafimovich.na_ldine
1900s/shmelev.sluzhili_pravdy.1906_1918.vert,"Шмелёв, Иван Сергеевич",,1873,1950,м,Служители правды,1906,"Служители правды : повесть, Москва : журн. «Юная Россия» и «Пед. листок», 1906",1918,"Служители правды : повесть. 2-е изд., Москва : Т-во «Книгоиздательство писателей в Москве», 1918",realism,shmelev.sluzhili_pravdy
1900s/svirskiy.razumka.1902_1923.vert,"Свирский, Алексей Иванович",,1865,1942,м,Разумка,1902,"На родине : Рассказы для детей ст. возраста, СПб : ред. журн. ""Всходы"", 1902",1923,"Среди топей / Сб. рассказов под ред. Н.М.Мешкова, М. : Земля и фабрика, 1923",realism,svirskiy.razumka
1900s/vahterova.po_pustyne.1925.vert,"Вахтерова, Эмилия Орестовна",,1861,1957,ж,По пустыне : Рассказ путешественника,1900,"По пустыне : Рассказ путешественника, Санкт-Петербург : тип. Спб. акц. общ. печ. дела в России Е. Евдокимов, 1900",1925,"По пустыне : Рассказ путешественника, М. ; Л. : Земля и фабрика, 1925",realism,vahterova.po_pustyne
1900s/ventsel.barboska.1907_1923.vert,"Вентцель, С. А.",,None,None,ж,Барбоска,1907,"Белочка Чок-чок и другие рассказы, М.: типо-лит. т-ва И.Н. Кушнерев и К°, 1907",1923,"Мильтон и другие рассказы, М.: Земля и фабрика, 1923",animalistic,ventsel.barboska
1900s/ventsel.belochka_chok_chok.1907_1923.vert,"Вентцель, С. А.",,None,None,ж,Белочка Чок-чок,1907,"Белочка Чок-чок и другие рассказы, М.: типо-лит. т-ва И.Н. Кушнерев и К°, 1907",1923,"Мильтон и другие рассказы, М.: Земля и фабрика, 1923",animalistic,ventsel.belochka_chok_chok
1900s/ventsel.chizhik.1907_1923.vert,"Вентцель, С. А.",,None,None,ж,Чижик,1907,"Белочка Чок-чок и другие рассказы, М.: типо-лит. т-ва И.Н. Кушнерев и К°, 1907",1923,"Мильтон и другие рассказы, М.: Земля и фабрика, 1923",animalistic,ventsel.chizhik
1900s/ventsel.feya.1907_1923.vert,"Вентцель, С. А.",,None,None,ж,Фея,1907,"Белочка Чок-чок и другие рассказы, М.: типо-лит. т-ва И.Н. Кушнерев и К°, 1907",1923,"Мильтон и другие рассказы, М.: Земля и фабрика, 1923",realism,ventsel.feya
1900s/ventsel.lizutka.1907_1923.vert,"Вентцель, С. А.",,None,None,ж,Лизутка,1907,"Белочка Чок-чок и другие рассказы, М.: типо-лит. т-ва И.Н. Кушнерев и К°, 1907",1923,"Мильтон и другие рассказы, М.: Земля и фабрика, 1923",realism,ventsel.lizutka
1900s/ventsel.milton.1907_1923.vert,"Вентцель, С. А.",,None,None,ж,Мильтон,1907,"Белочка Чок-чок и другие рассказы, М.: типо-лит. т-ва И.Н. Кушнерев и К°, 1907",1923,"Мильтон и другие рассказы, М.: Земля и фабрика, 1923",animalistic,ventsel.milton
1900s/ventsel.vorobushki.1907_1923.vert,"Вентцель, С. А.",,None,None,ж,Воробушки,1907,"Белочка Чок-чок и другие рассказы, М.: типо-лит. т-ва И.Н. Кушнерев и К°, 1907",1923,"Мильтон и другие рассказы, М.: Земля и фабрика, 1923",animalistic,ventsel.vorobushki
1900s/ventsel.vorona.1907_1923.vert,"Вентцель, С. А.",,None,None,ж,Ворона,1907,"Белочка Чок-чок и другие рассказы, М.: типо-лит. т-ва И.Н. Кушнерев и К°, 1907",1923,"Мильтон и другие рассказы, М.: Земля и фабрика, 1923",animalistic,ventsel.vorona
1900s/ventsel.vot_tak_poigrala.1907_1923.vert,"Вентцель, С. А.",,None,None,ж,Вот так поиграла,1907,"Белочка Чок-чок и другие рассказы, М.: типо-лит. т-ва И.Н. Кушнерев и К°, 1907",1923,"Мильтон и другие рассказы, М.: Земля и фабрика, 1923",realism,ventsel.vot_tak_poigrala
1910s/charskaia.schastlivchik.1912_2006.vert,"None, None None",,1875,1937,ж,Счастливчик,1912,"Счастливчик, С.-Петербург ; Москва: издание Т-ва М.О. Вольф,1912",2006,"Счастливчик, М.: Русский Хронографъ, 2006",realism,charskaia.schastlivchik
1910s/cheglok.dvunosyi.1915_1925.vert,"Чеглок, Александр Александрович","Усов, Александр Александрович",1871,1942,м,Двуносый,1915,"Двуносый, М.: И. Кнебели, 1915",1925,"Двуносый, М.; Л.: Земля и фабрика, 1925",nonfiction,cheglok.dvunosyi
1910s/dudorov.istoriya_odnogo_gracha.1910_1923.vert,"Дудоров, Петр Петрович",,1872,1929,м,История одного грача,1910,"История одного грача : Рассказ для детей, Москва : Изд. кн. скл. М.В. Клюкина, 1910",1923,"История одного грача : Рассказ для детей, М. ; Пг. : Гос. изд-во, 1923",realism:animalistic,dudorov.istoriya_odnogo_gracha
1910s/gorky.sluchai_s_evsieikoi.1912_1919.vert,"Максим, Горький None","Пешков, Алексей Максимович",1868,1936,м,Случай с Евсейкой,1919,"Северное сияние, 1919, № 3—4",1912,"Приложение к газете ""День"", 1912, № 82 от 25 декабря",realism,gorky.sluchai_s_evsieikoi
1910s/gorky.vorobishko.1912.vert,"Максим, Горький None","Пешков, Алексей Максимович",1868,1936,м,Воробьишко,1912,"Голубая книжка, СПб.: Bздание т-ва О.Поповой, 1912",1912,"Голубая книжка, СПб.: Bздание т-ва О.Поповой, 1912",realism,gorky.vorobishko
1910s/hlenbnikov_bulanze.krasnokozie.1910_1925.vert,"Хлебников, П. None","Буланже, Павел Александрович",1864,1925,м,Краснокожие,1910,"Краснокожие : Из жизни сев.-амер. индейцев : Со многими рис., Москва : типо-лит. т-ва И.Н. Кушнерев и К°, 1910",1925,"Краснокожие : Из жизни сев.-амер. индейцев : Со многими рис., М. : Гос. изд., 1925",realism,hlenbnikov_bulanze.krasnokozie
1910s/kamskii.par_bogatyr.1912_1922.vert,"Камский, Михаил И.",,None,None,м,Пар-богатырь,1912,"Пар-богатырь, М.: А.Д. Ступин, 1912",1922,"Пар-богатырь, М.: Москва, 1922",biography,kamskii.par_bogatyr
1910s/karincev.livingston.1914_1924.vert,"Каринцев, Николай Александрович","Дудель, Николай Александрович",1886,1961,м,Ливингстон,1914,"Люди сильной воли : (Из истории великих исслед. 19 в.), Москва : тип. т-ва И.Д. Сытина, 1914",1924,"Каринцев Н. Люди сильной воли : Из истории великих исслед. XIX в , Пг. ; М. : Книга, 1924",biography,karincev.livingston
1910s/karincev.rene_kaye.1914_1924.vert,"Каринцев, Николай Александрович","Дудель, Николай Александрович",1886,1961,м,Рене Кайе,1914,"Люди сильной воли : (Из истории великих исслед. 19 в.), Москва : тип. т-ва И.Д. Сытина, 1914",1924,"Каринцев Н. Люди сильной воли : Из истории великих исслед. XIX в , Пг. ; М. : Книга, 1924",biography,karincev.rene_kaye
1910s/karintsev.v_dal.1915_1924.vert,"Каринцев, Николай Александрович","Дудель, Николай Александрович",1886,1961,м,В неведомую даль,1915,"В неведомую даль, Пг.: тип. ""Рассвет"", 1915",1924,"В неведомую даль, М.; Пг.: Гос. изд-во, 1924",biography,karintsev.v_dal
1910s/karrik.krasnaya_shapochka.1911_1922.vert,"Каррик, Валерий Вильямович",,1869,1943,м,Красная Шапочка,1911,"Красная шапочка; Мужик и заяц, Санкт-Петербург : Б.М. Вольф, 1911",1922,"Красная шапочка. 5-е изд.,  М. : Радруга, 1922",skazka,karrik.krasnaya_shapochka
1910s/karrik.lisitsa_i_zayats.1912_1922.vert,"Каррик, Валерий Вильямович",,1869,1943,м,Лисица и заяц,1912,"Лисица и заяц ; Ворона и рак, Санкт-Петербург : Б.М. Вольф, 1912",1922,"Лисица и заяц ; Ворона и рак, М. : Гос. изд-во, 1922",skazka,karrik.lisitsa_i_zayats
1910s/karrik.vorona_i_rak.1912_1922.vert,"Каррик, Валерий Вильямович",,1869,1943,м, Ворона и рак,1912,"Лисица и заяц ; Ворона и рак, Санкт-Петербург : Б.М. Вольф, 1912",1922,"Лисица и заяц ; Ворона и рак, М. : Гос. изд-во, 1922",skazka,karrik.vorona_i_rak
1910s/klokova.v_mile_ot_polusa.1911_1924.vert,"Клокова, Мария Петровна",,1884,1943,ж,В 21 миле от Южного полюса,1911,"В 21 миле от Южного полюса, М.: Ред. журн. ""Семья и шк."", 1911",1924,"В 21 миле от Южного полюса, М.: Гос. изд., 1924",biography,klokova.v_mile_ot_polusa
1910s/mamin_sibiryak.buka.1914_1925.vert,"Мамин-Сибиряк, Дмитрий None","Мамин, Дмитрий Наркисович",1852,1912,м,Бука,1914,"Бука : Рассказ, Москва : ред. журн. ""Юная Россия"", 1914",1925,"Бука, М.: Мириманов, 1925",realism,mamin_sibiryak.buka
1910s/pimenova.na_kraiu.1919.vert,"Пименова, Эмилия  Кирилловна",,1854,1935,ж,На краю гибели,1919,"На краю гибели, Пг.: Начатки знаний, 1919",1919,"На краю гибели, Пг.: Начатки знаний, 1919",biography,pimenova.na_kraiu
1910s/prishvin.orel.1918_1983.vert,"Пришвин, Михаил Михайлович",,1873,1954,м,Орел,1918,Раннее утро. 1918. 14 апр.,1983,"Зеленый шум, М.: Правда, 1983",realism,prishvin.orel
1910s/remizov.eigelin.1919_2000.vert,"Ремизов, Алексей Михайлович",,1877,1957,м,Эйгелин,1919,"Сибирский пряник : Большим и для малых ребят сказки, Пб. : Алконост, 1919",2000,"Собрание сочинений. Т. 2. Докука и балагурье, М.: Русская книга, 2000",skazka,remizov.eigelin
1910s/remizov.kitajskaya_shapka.1919_2000.vert,"Ремизов, Алексей Михайлович",,1877,1957,м,Китайская шапка,1919,"Сибирский пряник : Большим и для малых ребят сказки, Пб. : Алконост, 1919",2000,"Собрание сочинений. Т. 2. Докука и балагурье, М.: Русская книга, 2000",skazka,remizov.kitajskaya_shapka
1910s/remizov.ludi_i_zveri.1919_2000.vert,"Ремизов, Алексей Михайлович",,1877,1957,м,Люди и звери,1919,"Сибирский пряник : Большим и для малых ребят сказки, Пб. : Алконост, 1919",2000,"Собрание сочинений. Т. 2. Докука и балагурье, М.: Русская книга, 2000",skazka,remizov.ludi_i_zveri
1910s/remizov.ludi_zveri_vodyanye.1919_2000.vert,"Ремизов, Алексей Михайлович",,1877,1957,м,"Люди, звери, китайская водка и водяные",1919,"Сибирский пряник : Большим и для малых ребят сказки, Пб. : Алконост, 1919",2000,"Собрание сочинений. Т. 2. Докука и балагурье, М.: Русская книга, 2000",skazka,remizov.ludi_zveri_vodyanye
1910s/remizov.pro_krota_i_ptichky.1919_2000.vert,"Ремизов, Алексей Михайлович",,1877,1957,м,Про крота и птичку,1919,"Сибирский пряник : Большим и для малых ребят сказки, Пб. : Алконост, 1919",2000,"Собрание сочинений. Т. 2. Докука и балагурье, М.: Русская книга, 2000",skazka,remizov.pro_krota_i_ptichky
1910s/remizov.stozhary.1919_2000.vert,"Ремизов, Алексей Михайлович",,1877,1957,м,Стожары,1919,"Сибирский пряник : Большим и для малых ребят сказки, Пб. : Алконост, 1919",2000,"Собрание сочинений. Т. 2. Докука и балагурье, М.: Русская книга, 2000",skazka,remizov.stozhary
1910s/remizov.sudba.1919_2000.vert,"Ремизов, Алексей Михайлович",,1877,1957,м,Судьба,1919,"Сибирский пряник : Большим и для малых ребят сказки, Пб. : Алконост, 1919",2000,"Собрание сочинений. Т. 2. Докука и балагурье, М.: Русская книга, 2000",skazka,remizov.sudba
1910s/remizov.tri_brata.1919_2000.vert,"Ремизов, Алексей Михайлович",,1877,1957,м,Три брата,1919,"Сибирский пряник : Большим и для малых ребят сказки, Пб. : Алконост, 1919",2000,"Собрание сочинений. Т. 2. Докука и балагурье, М.: Русская книга, 2000",skazka,remizov.tri_brata
1910s/shaginian_marietta.povest_o_dvuh_sestrah.1919_1959.vert,"Шагинян, Мариэтта Сергеевна",,1888,1982,ж,Повесть о двух сёстрах,1919,"Повесть о двух сестрах и о волшебной стране Мэрце, Ростов н/Д: [Дет. мир.], 1919",1959,"Повесть о двух сестрах и о волшебной стране Мерце [Для мл. и сред. возраста], М.: Детгиз, 1959",skazka,shaginian_marietta.povest_o_dvuh_sestrah
1910s/shmelev.meri.1910_2010.vert,"Шмелёв, Иван Сергеевич",,1873,1950,м,Мэри,1910,"Они и мы : 2 кн. рассказов, Москва : Ред. журн. ""Юная Россия"", 1910",2010,"Детям (сборник), М.: Детская литература, 2010",realism,shmelev.meri
1910s/shmelev.moj_mars.1910_2010.vert,"Шмелёв, Иван Сергеевич",,1873,1950,м,Мой Марс,1910,"Они и мы : 2 кн. рассказов, Москва : Ред. журн. ""Юная Россия"", 1910",2010,"Детям (сборник), М.: Детская литература, 2010",realism:animalistic,shmelev.moj_mars
1910s/shmelev.na_morskom_beregy.1913_2010.vert,"Шмелёв, Иван Сергеевич",,1873,1950,м,На морском берегу,1913,"На морском берегу : (Из воспоминаний моего приятеля) : рассказ Ив. Шмелева, Москва : торг. д. «С. Курнин и К°», 1913",2010,"Детям (сборник), М.: Детская литература, 2010",realism,shmelev.na_morskom_beregy
1910s/shmelev.polochka.1915_2010.vert,"Шмелёв, Иван Сергеевич",,1873,1950,м,Полочка,1915,"Полочка : из воспоминаний моего приятеля, Москва : ред. журн. «Юная Россия», 1915",2010,"Детям (сборник), М.: Детская литература, 2010",realism,shmelev.polochka
1910s/shmelev.poslednij_vystrel.1912_2010.vert,"Шмелёв, Иван Сергеевич",,1873,1950,м,Последний выстрел,1912," Последний выстрел : рассказ, Москва : ред. журн. «Юная Россия», 1912",2010,"Детям (сборник), М.: Детская литература, 2010",realism,shmelev.poslednij_vystrel
1910s/shmelev.svetlaya_stranitsa.1912_2010.vert,"Шмелёв, Иван Сергеевич",,1873,1950,м,Светлая страница,1912,"Светлая страница : [рассказ], Москва : ред. журн. «Юная Россия», 1912",2010,"Детям (сборник), М.: Детская литература, 2010",realism,shmelev.svetlaya_stranitsa
1910s/skvorcov.zamecatelnye_rabotniki.1913_1925.vert,"Скворцов, Николай Алексеевич",,None,None,м,Замечательные работники,1913,"Замечательные работники среди животных : Естеств.-ист. очерки Н.А. Скворцова, Москва : типо-лит. т/д. Печатник, 1913",1925,"Замечательные работники, М. : Знание, 1925",animalistic,skvorcov.zamecatelnye_rabotniki
1910s/smirnov.kazacok.1911_1925.vert,"Смирнов, Илья Дмитриевич",,None,None,м,Казачок,1911,"Казачок : Повесть из крепост. быта, Москва : М.В. Клюкин, 1911",1925,"Казачок : [Рассказ] , Харьков : Юнош. сектор изд-ва ""Пролетарий"", 1925",realism,smirnov.kazacok
1910s/tolstoi_a.kot_vaska.1910_1920.vert,"Толстой, Алексей Николаевич",,1883,1945,м,Кот Васька,1910,"Сорочьи сказки, СПб: Обществ. польза, 1910",1920,"Кот-Мурлыка: Сборник для детей младшего возраста / под ред. Н. Телешова, рис. А. Комарова, М.: ГИЗ, 1920",skazka,tolstoi_a.kot_vaska
1910s/turkin.begstvo_v_step.1911_1925.vert,"Туркин, Ф. None","Чернышев, Федор Дмитриевич",1886,1937,м,Бегство в степь,1911,"В степи, М : т-во И.Д. Сытина, 1911",1925,"В степи, М.: Земля и фабрика, 1925",animalistic,turkin.begstvo_v_step
1910s/turkin.dva_lesnika.1910_1925.vert,"Туркин, Ф. None","Чернышев, Федор Дмитриевич",1886,1937,м,Два лесника,1910,"Два лесника, Москва : т-во И.Д. Сытина, 1910",1925,"Два лесника, [М.] : Земля и фабрика, 1925",animalistic,turkin.dva_lesnika
1910s/turkin.goneniye.1911_1925.vert,"Туркин, Ф. None","Чернышев, Федор Дмитриевич",1886,1937,м,Гонение,1911,"В степи, М : т-во И.Д. Сытина, 1911",1925,"В степи, М.: Земля и фабрика, 1925",animalistic,turkin.goneniye
1910s/turkin.nemoj_rabotnik.1910_1925.vert,"Туркин, Ф. None","Чернышев, Федор Дмитриевич",1886,1937,м,Немой работник,1910,"Немой батрак; [Двугорбый кормилец], Москва : т-во И.Д. Сытина, 1910",1925,"Немой работник, [М.] : Земля и фабрика, 1925",animalistic,turkin.nemoj_rabotnik
1910s/turkin.posledniye_iz_semyi.1911_1925.vert,"Туркин, Ф. None","Чернышев, Федор Дмитриевич",1886,1937,м,Последние из семьи,1911,"В степи, М : т-во И.Д. Сытина, 1911",1925,"В степи, М.: Земля и фабрика, 1925",animalistic,turkin.posledniye_iz_semyi
1910s/turkin.u_kapkana.1911_1925.vert,"Туркин, Ф. None","Чернышев, Федор Дмитриевич",1886,1937,м,У капкана,1911,"В степи, М : т-во И.Д. Сытина, 1911",1925,"В степи, М.: Земля и фабрика, 1925",animalistic,turkin.u_kapkana
1910s/voinov.vertunok.1919_1925.vert,"Воинов, Владимир Васильевич",,1878,1938,м,Вертунок,1919,"Колядный литературно-художественный альманах для детей 9-12 лет, Пг. : Культура и свобода, 1919",1925,"Вертунок. Рассказ, М. : Г.Ф.Мириманов, 1925",realism,voinov.vertunok
1920s/abramova-kalitskaya.leshii.1923.vert,"Абрамова-Калицкая, Вера Павловна",,1882,1951,ж,Леший,1923,"Беглецы : Рассказы для детей, М. : Пг.: Гос. изд-во, 1923",1923,"Беглецы : Рассказы для детей, М. : Пг.: Гос. изд-во, 1923",realism,abramova-kalitskaya.leshii
1920s/abramova-kalitskaya.novaya_zhizn.1923.vert,"Абрамова-Калицкая, Вера Павловна",,1882,1951,ж,Новая жизнь,1923,"Беглецы : Рассказы для детей, М. : Пг.: Гос. изд-во, 1923",1923,"Беглецы : Рассказы для детей, М. : Пг.: Гос. изд-во, 1923",realism,abramova-kalitskaya.novaya_zhizn
1920s/abramova-kalitskaya.v_strany_dikarei.1923.vert,"Абрамова-Калицкая, Вера Павловна",,1882,1951,ж,В страну дикарей,1923,"Беглецы : Рассказы для детей, М. : Пг.: Гос. изд-во, 1923",1923,"Беглецы : Рассказы для детей, М. : Пг.: Гос. изд-во, 1923",realism,abramova-kalitskaya.v_strany_dikarei
1920s/akovlev.muzhik.1923_1925.vert,"Яковлев, Александр Степанович",,1886,1953,м,Мужик,1923,"Повольники : Рассказы, М. ; Пб. : Круг, 1923",1925,"Повольники. Рассказы. 2-е изд., М. : Недра, 1925",realism,akovlev.muzhik
1920s/akovlev.smert_nikolina_kamnya.1923_1925.vert,"Яковлев, Александр Степанович",,1886,1953,м,Смерть Николина камня,1923,"Повольники : Рассказы, М. ; Пб. : Круг, 1923",1925,"Повольники. Рассказы. 2-е изд., М. : Недра, 1925",realism,akovlev.smert_nikolina_kamnya
1920s/akovlev.ternovy_venets.1923_1925.vert,"Яковлев, Александр Степанович",,1886,1953,м,Терновый венец,1923,"Повольники : Рассказы, М. ; Пб. : Круг, 1923",1925,"Повольники. Рассказы. 2-е изд., М. : Недра, 1925",realism,akovlev.ternovy_venets
1920s/akovlev.zhenich_polunochny.1923_1925.vert,"Яковлев, Александр Степанович",,1886,1953,м,Жених полуночный,1925,"Повольники. Рассказы. 2-е изд., М. : Недра, 1925",1925,"Повольники. Рассказы. 2-е изд., М. : Недра, 1925",realism,akovlev.zhenich_polunochny
1920s/aksagarskaya.serpok_i_molotok.1925.vert,"Аксагарская, None None",,None,None,ж,Серпок и молоток,1925,"Серпок и молоток, М.: Г. Ф. Мириманов, 1925",1925,"Серпок и молоток, М.: Г. Ф. Мириманов, 1925",skazka,aksagarskaya.serpok_i_molotok
1920s/aktan.puteshestvujte_po_rekam.1926.vert,"Актан, None None",,None,None,None,Путешествуйте по рекам!,1926,"Кругосвет. Сборник для детей и юношества. Книга вторая. Рассказы, воспоминания, путешествия, приключения, техника, Л.: Государственное издательство ""Москва"", 1926",1926,"Кругосвет. Сборник для детей и юношества. Книга вторая. Рассказы, воспоминания, путешествия, приключения, техника, Л.: Государственное издательство ""Москва"", 1926",realism,aktan.puteshestvujte_po_rekam
1920s/akulshin.arapka.1929.vert,"Акульшин, Родион Михайлович",,1896,1988,м,Арапка,1929,"Лягушачья напасть, М.; Л.: Гиз, 1929",1929,"Лягушачья напасть, М.; Л.: Гиз, 1929",realism,akulshin.arapka
1920s/akulshin.buynaya_loshad.1929.vert,"Акульшин, Родион Михайлович",,1896,1988,м,Буйная лошадь,1929,"Лягушачья напасть, М.; Л.: Гиз, 1929",1929,"Лягушачья напасть, М.; Л.: Гиз, 1929",realism,akulshin.buynaya_loshad
1920s/akulshin.deti_pustyni.1929.vert,"Акульшин, Родион Михайлович",,1896,1988,м,Дети пустыни,1929,"Дети пустыни, М.; Л.: Гиз, 1929",1929,"Дети пустыни, М.; Л.: Гиз, 1929",realism,akulshin.deti_pustyni
1920s/akulshin.hyrmon.1929.vert,"Акульшин, Родион Михайлович",,1896,1988,м,Хырмон,1929,"Дети пустыни, М.; Л.: Гиз, 1929",1929,"Дети пустыни, М.; Л.: Гиз, 1929",realism,akulshin.hyrmon
1920s/akulshin.lyagushinaya_napast.1929.vert,"Акульшин, Родион Михайлович",,1896,1988,м,Лягушачья напасть,1929,"Лягушачья напасть, М.; Л.: Гиз, 1929",1929,"Лягушачья напасть, М.; Л.: Гиз, 1929",realism,akulshin.lyagushinaya_napast
1920s/akulshin.neschastnye_vareniki.1929.vert,"Акульшин, Родион Михайлович",,1896,1988,м,Несчастные вареники,1929,"Лягушачья напасть, М.; Л.: Гиз, 1929",1929,"Лягушачья напасть, М.; Л.: Гиз, 1929",realism,akulshin.neschastnye_vareniki
1920s/akulshin.okhotniki.1925.vert,"Акульшин, Родион Михайлович",,1896,1988,м,Охотники,1925,"Охотники: рассказы, М.; Л.: Гос. Изд-во, 1925",1925,"Охотники: рассказы, М.; Л.: Гос. Изд-во, 1925",realism,akulshin.okhotniki
1920s/akulshin.ozorstvo.1929.vert,"Акульшин, Родион Михайлович",,1896,1988,м,Озорство,1929,"Лягушачья напасть, М.; Л.: Гиз, 1929",1929,"Лягушачья напасть, М.; Л.: Гиз, 1929",realism,akulshin.ozorstvo
1920s/akulshin.pomoshnitsa.1929.vert,"Акульшин, Родион Михайлович",,1896,1988,м,Помощница,1929,"Лягушачья напасть, М.; Л.: Гиз, 1929",1929,"Лягушачья напасть, М.; Л.: Гиз, 1929",realism,akulshin.pomoshnitsa
1920s/akulshin.skvortsy.1929.vert,"Акульшин, Родион Михайлович",,1896,1988,м,Скворцы,1929,"Лягушачья напасть, М.; Л.: Гиз, 1929",1929,"Лягушачья напасть, М.; Л.: Гиз, 1929",realism,akulshin.skvortsy
1920s/akulshin.taet_taet.1929.vert,"Акульшин, Родион Михайлович",,1896,1988,м,"Тает, тает",1929,"Лягушачья напасть, М.; Л.: Гиз, 1929",1929,"Лягушачья напасть, М.; Л.: Гиз, 1929",realism,akulshin.taet_taet
1920s/akulshin.tri_i_chetyre.1925.vert,"Акульшин, Родион Михайлович",,1896,1988,м,Три и четыре,1925,"Охотники: рассказы, М.; Л.: Гос. Изд-во, 1925",1925,"Охотники: рассказы, М.; Л.: Гос. Изд-во, 1925",realism:animalistic,akulshin.tri_i_chetyre
1920s/altaev.bethoven.1924.vert,"Ал., Алтаев None","Ямщикова, Маргарита Владимировна",1872,1959,ж,Бетховен,1924,"Бетховен, Пг. ; М.: Книга, 1924",1924,"Бетховен, Пг. ; М.: Книга, 1924",biography,altaev.bethoven
